STT	BaiToan	Code_C	"?? BÀI T?P 1
Vi?t ch??ng trình tính th? tích hình chóp c?t ??u có di?n tích ?áy l?n S, di?n tích ?áy nh? s và chi?u cao h. Th? tích hình chóp c?t ??u ???c xác ??nh b?i công th?c:
V=13?h?(S+Ss+s)V = \frac{1}{3} * h * (S + \sqrt{Ss} + s)V=31?h?(S+Ss+s) 
(di?n gi?i công th?c: m?t ph?n ba * chi?u cao h * t?ng di?n tích ?áy l?n, di?n tích ?áy nh? và c?n b?c hai tích di?n tích ?áy l?n và ?áy nh?)
________________________________________
Mô t? d? li?u testcase:
•	Input: G?m T+1 dòng; dòng ??u tiên là s? l??ng testcase T; T dòng ti?p theo, m?i dòng g?m giá tr? th?c S, s và h t??ng ?ng d? li?u c?a m?t testcase.
•	Output: K?t qu? c?a m?i testcase trên m?t hàng, in 02 ch? s? sau d?u ph?y. N?u không tính ???c thì in ra ND.
Minh h?a d? li?u testcase:
Input:
1
2.0 2.0 1.5
Output:
3.00
? Code C:
#include <stdio.h>
#include <math.h>
int main() {
    int T;
    scanf(""%d"", &T);
    while (T--) {
        double S, s, h;
        if (scanf(""%lf %lf %lf"", &S, &s, &h) != 3 || S < 0 || s < 0 || h < 0) {
            printf(""ND\n"");
            continue;
        }
        double V = (1.0 / 3.0) * h * (S + sqrt(S * s) + s);
        printf(""%.2lf\n"", V);
  }
    return 0;
}
________________________________________
?? BÀI T?P 2
Cho m?t ma tr?n các s? nguyên A kích th??c m×n. Ng??i ta th?c hi?n duy?t các hàng và c?t ngoài cùng t? m?t v? trí cho tr??c theo m?t chi?u nh?t ??nh. D?c theo ???ng duy?t, li?t kê t?t c? các s? nguyên t? theo th? t? duy?t.
V? trí ban ??u t?i góc trên bên ph?i (hàng 0, c?t n?1) và duy?t theo chi?u ng??c chi?u kim ??ng h?.
Mô t? d? li?u testcase:
•	Input: Dòng ??u tiên là s? l??ng b? testcase T; T*(m+1) dòng ti?p theo là d? li?u các b? testcase; m?i b? testcase g?m m+1 hàng, trong ?ó hàng ??u tiên là giá tr? m và n, m hàng ti?p theo, m?i hàng g?m n ph?n t? t??ng ?ng v?i hàng c?a ma tr?n.
•	Output: K?t qu? m?i testcase trên m?t hàng.
Minh h?a d? li?u testcase:
Input:
1
3 3
1 2 3
4 5 6
7 8 9
Output:
327
? Code C:
#include <stdio.h>
int main() {
    int T;
    scanf(""%d"", &T);
    while (T--) {
        int m, n;
        scanf(""%d %d"", &m, &n);
        int A[100][100]; 
        for (int i = 0; i < m; ++i)
            for (int j = 0; j < n; ++j)
                scanf(""%d"", &A[i][j]);
        for (int i = 0; i < m; ++i)
            printf(""%d"", A[i][n - 1]);
        for (int j = n - 2; j >= 0; --j)
            printf(""%d"", A[m - 1][j]);
        for (int j = 1; j < n - 1; ++j)
            printf(""%d"", A[0][j]);
        printf(""\n"");
    }
    return 0;
}
?? BÀI T?P 3
Tính di?n tích hình ch? nh?t
Yêu c?u:
1.	Vi?t ch??ng trình tính di?n tích hình ch? nh?t v?i các c?nh a, b.
2.	Ch??ng trình c?n x? lý nhi?u test case.
3.	Input:
o	Dòng ??u tiên là s? M - s? l??ng test case.
o	M dòng ti?p theo, m?i dòng ch?a hai giá tr? a, b.
4.	Output:
o	K?t qu? c?a m?i test case trên m?t dòng. N?u không tính ???c (a ho?c b âm) thì in ""MD"".
5.	Ví d?:
o	Input:
2
1 1
2 3
o	Output:
1.00
6.00
? Code C:
#include <stdio.h>

int main(void) {
    int t;
    scanf(""%d"", &t);
    while (t--) {
        float a, b;
        scanf(""%f %f"", &a, &b);
        if (a < 0 || b < 0) {
            printf(""MD\n"");
        }
        else {
            printf(""%.2f\n"", a * b);
        }
    }
    return 0;
}
"									
207	??nh ngh?a c?u trúc Date (ngày tháng n?m). Nh?p và in ra ngày tháng n?m.	"#include <stdio.h>

typedef struct {
    int ngay;
    int thang;
    int nam;
} Date;

int main() {
    Date date;
    printf(""Nh?p ngày: "");
    scanf(""%d"", &date.ngay);
    printf(""Nh?p tháng: "");
    scanf(""%d"", &date.thang);
    printf(""Nh?p n?m: "");
    scanf(""%d"", &date.nam);
    printf(""Ngày: %02d/%02d/%04d\n"", date.ngay, date.thang, date.nam);
    return 0;
}"										
208	??nh ngh?a c?u trúc DiemThi v?i các thành ph?n: môn thi và ?i?m thi. Nh?p và in ra danh sách ?i?m thi c?a m?t sinh viên (g?m các môn khác nhau).	"#include <stdio.h>

typedef struct {
    char monThi[20];
    float diem;
} DiemThi;

int main() {
    int n;
    printf(""Nh?p s? môn h?c: "");
    scanf(""%d"", &n);
    DiemThi dsDiem[n];
    for (int i = 0; i < n; i++) {
        printf(""Nh?p tên môn th? %d: "", i + 1);
        scanf("" %[^\n]s"", dsDiem[i].monThi);
        printf(""Nh?p ?i?m: "");
        scanf(""%f"", &dsDiem[i].diem);
    }
    printf(""Danh sách ?i?m:\n"");
    for (int i = 0; i < n; i++) {
        printf(""%s: %.2f\n"", dsDiem[i].monThi, dsDiem[i].diem);
    }
    return 0;
}"										
209	"??nh ngh?a c?u trúc SanPham v?i các thành ph?n: mã s?n ph?m, tên s?n ph?m, giá ti?n. Nh?p và in ra thông tin c?a m?t s?n ph?m."	"#include <stdio.h>

typedef struct {
    char maSP[10];
    char tenSP[50];
    float gia;
} SanPham;

int main() {
    SanPham sp;
    printf(""Nh?p mã s?n ph?m: "");
    scanf(""%s"", sp.maSP);
    printf(""Nh?p tên s?n ph?m: "");
    scanf("" %[^\n]s"", sp.tenSP);
    printf(""Nh?p giá ti?n: "");
    scanf(""%f"", &sp.gia);
    printf(""Thông tin s?n ph?m:\n"");
    printf(""Mã SP: %s\nTên SP: %s\nGiá: %.2f\n"", sp.maSP, sp.tenSP, sp.gia);
    return 0;
}"										
210	??nh ngh?a c?u trúc TamGiac v?i ba c?nh c?a tam giác. Ki?m tra n?u ba c?nh t?o thành m?t tam giác h?p l?.	"#include <stdio.h>

typedef struct {
    float a;
    float b;
    float c;
} TamGiac;

int isValidTriangle(TamGiac tg) {
    return tg.a + tg.b > tg.c && tg.a + tg.c > tg.b && tg.b + tg.c > tg.a;
}

int main() {
    TamGiac tg;
    printf(""Nh?p ?? dài 3 c?nh: "");
    scanf(""%f %f %f"", &tg.a, &tg.b, &tg.c);
    printf(isValidTriangle(tg) ? ""Là tam giác h?p l?.\n"" : ""Không ph?i tam giác h?p l?.\n"");
    return 0;
}"										
211	"S? d?ng c?u trúc HocSinh v?i các thông tin: h? tên, l?p, ?i?m trung bình. Nh?p và in ra thông tin c?a m?t h?c sinh."	"#include <stdio.h>

typedef struct {
    char hoTen[50];
    char lop[10];
    float diemTB;
} HocSinh;

int main() {
    HocSinh hs;
    printf(""Nh?p h? tên: "");
    scanf("" %[^\n]s"", hs.hoTen);
    printf(""Nh?p l?p: "");
    scanf(""%s"", hs.lop);
    printf(""Nh?p ?i?m trung bình: "");
    scanf(""%f"", &hs.diemTB);
    printf(""Thông tin h?c sinh:\n"");
    printf(""H? tên: %s\nL?p: %s\n?i?m TB: %.2f\n"", hs.hoTen, hs.lop, hs.diemTB);
    return 0;
}"										
212	S? d?ng c?u trúc SoPhuc v?i ph?n th?c và ph?n ?o c?a m?t s? ph?c. Nh?p và in ra s? ph?c.	"#include <stdio.h>

typedef struct {
    float thuc;
    float ao;
} SoPhuc;

int main() {
    SoPhuc sp;
    printf(""Nh?p ph?n th?c: "");
    scanf(""%f"", &sp.thuc);
    printf(""Nh?p ph?n ?o: "");
    scanf(""%f"", &sp.ao);
    printf(""S? ph?c: %.2f + %.2fi\n"", sp.thuc, sp.ao);
    return 0;
}"										
213	"??nh ngh?a c?u trúc NhanVien v?i các thành ph?n: tên, tu?i, l??ng. Nh?p và in ra thông tin c?a nhân viên."	"#include <stdio.h>

typedef struct {
    char ten[50];
    int tuoi;
    float luong;
} NhanVien;

int main() {
    NhanVien nv;
    printf(""Nh?p tên nhân viên: "");
    scanf("" %[^\n]s"", nv.ten);
    printf(""Nh?p tu?i: "");
    scanf(""%d"", &nv.tuoi);
    printf(""Nh?p l??ng: "");
    scanf(""%f"", &nv.luong);
    printf(""Thông tin nhân viên:\n"");
    printf(""Tên: %s\nTu?i: %d\nL??ng: %.2f\n"", nv.ten, nv.tuoi, nv.luong);
    return 0;
}"										
214	??nh ngh?a c?u trúc Point v?i hai t?a ?? x và y. Nh?p và in ra t?a ?? c?a ?i?m.	"#include <stdio.h>

typedef struct {
    float x;
    float y;
} Point;

int main() {
    Point p;
    printf(""Nh?p t?a ?? x: "");
    scanf(""%f"", &p.x);
    printf(""Nh?p t?a ?? y: "");
    scanf(""%f"", &p.y);
    printf(""T?a ??: (%.2f, %.2f)\n"", p.x, p.y);
    return 0;
}"										
215	"??nh ngh?a c?u trúc Point3D v?i hai t?a ?? x, y và z. Nh?p và in ra t?a ?? c?a ?i?m"	"#include <stdio.h>

typedef struct {
    float x;
    float y;
    float z;
} Point3D;

int main() {
    Point3D p;
    printf(""Nh?p t?a ?? x: "");
    scanf(""%f"", &p.x);
    printf(""Nh?p t?a ?? y: "");
    scanf(""%f"", &p.y);
    printf(""Nh?p t?a ?? z: "");
    scanf(""%f"", &p.z);
    printf(""T?a ??: (%.2f, %.2f, %.2f)\n"", p.x, p.y, p.z);
    return 0;
}"										
216	"S? d?ng c?u trúc MatHang v?i các thành ph?n: tên s?n ph?m, giá, s? l??ng. Tính t?ng giá tr? c?a t?t c? các m?t hàng trong c?a hàng."	"#include <stdio.h>

typedef struct {
    char tenSP[50];
    float gia;
    int soLuong;
} MatHang;

float tinhTongGiaTri(MatHang mh) {
    return mh.gia * mh.soLuong;
}

int main() {
    MatHang mh;
    printf(""Nh?p tên s?n ph?m: "");
    scanf("" %[^\n]s"", mh.tenSP);
    printf(""Nh?p giá: "");
    scanf(""%f"", &mh.gia);
    printf(""Nh?p s? l??ng: "");
    scanf(""%d"", &mh.soLuong);
    printf(""T?ng giá tr?: %.2f\n"", tinhTongGiaTri(mh));
    return 0;
}"										
217	"??nh ngh?a c?u trúc Car v?i các thành ph?n: tên xe, n?m s?n xu?t, giá. Nh?p và in ra thông tin c?a m?t chi?c xe."	"#include <stdio.h>

typedef struct {
    char tenXe[50];
    int namSX;
    float gia;
} Car;

int main() {
    Car car;
    printf(""Nh?p tên xe: "");
    scanf("" %[^\n]s"", car.tenXe);
    printf(""Nh?p n?m s?n xu?t: "");
    scanf(""%d"", &car.namSX);
    printf(""Nh?p giá: "");
    scanf(""%f"", &car.gia);
    printf(""Thông tin xe:\n"");
    printf(""Tên xe: %s\nN?m SX: %d\nGiá: %.2f\n"", car.tenXe, car.namSX, car.gia);
    return 0;
}"										
218	"??nh ngh?a c?u trúc HinhThang v?i ?áy l?n, ?áy nh? và chi?u cao c?a hình thang. Tính di?n tích và chu vi c?a hình thang."	"#include <stdio.h>
#include <math.h>

typedef struct {
    float dayLon;
    float dayNho;
    float chieuCao;
} HinhThang;

float tinhDienTich(HinhThang ht) {
    return (ht.dayLon + ht.dayNho) * ht.chieuCao / 2;
}

float tinhChuVi(HinhThang ht) {
    float canhBen = sqrt(pow((ht.dayLon - ht.dayNho) / 2, 2) + pow(ht.chieuCao, 2));
    return ht.dayLon + ht.dayNho + 2 * canhBen;
}

int main() {
    HinhThang ht;
    printf(""Nh?p ?áy l?n: "");
    scanf(""%f"", &ht.dayLon);
    printf(""Nh?p ?áy nh?: "");
    scanf(""%f"", &ht.dayNho);
    printf(""Nh?p chi?u cao: "");
    scanf(""%f"", &ht.chieuCao);
    printf(""Di?n tích: %.2f\n"", tinhDienTich(ht));
    printf(""Chu vi: %.2f\n"", tinhChuVi(ht));
    return 0;
}"										
219	"S? d?ng c?u trúc Ellipe v?i bán kính l?n, bán kính nh? c?a hình elip. Tính di?n tích c?a hình elip."	"#include <stdio.h>
#define PI 3.14159

typedef struct {
    float banKinhLon;
    float banKinhNho;
} Ellipse;

float tinhDienTich(Ellipse el) {
    return PI * el.banKinhLon * el.banKinhNho;
}

int main() {
    Ellipse el;
    printf(""Nh?p bán kính l?n: "");
    scanf(""%f"", &el.banKinhLon);
    printf(""Nh?p bán kính nh?: "");
    scanf(""%f"", &el.banKinhNho);
    printf(""Di?n tích: %.2f\n"", tinhDienTich(el));
    return 0;
}"										
220	"S? d?ng c?u trúc SinhVien, l?p m?t danh sách sinh viên là m?t m?ng các b?n ghi (struct) sinh viên. Nh?p thông tin c?a m?t s? sinh viên và in ra thông tin c?a các sinh viên ?ó."	"#include <stdio.h>

typedef struct {
    char maSV[10];
    char ten[50];
    float diem;
} SinhVien;

int main() {
    int n;
    printf(""Nh?p s? sinh viên: "");
    scanf(""%d"", &n);
    SinhVien dsSV[n];
    for (int i = 0; i < n; i++) {
        printf(""Nh?p mã SV th? %d: "", i + 1);
        scanf(""%s"", dsSV[i].maSV);
        printf(""Nh?p tên SV th? %d: "", i + 1);
        scanf("" %[^\n]s"", dsSV[i].ten);
        printf(""Nh?p ?i?m SV th? %d: "", i + 1);
        scanf(""%f"", &dsSV[i].diem);
    }
    printf(""Danh sách sinh viên:\n"");
    for (int i = 0; i < n; i++) {
        printf(""Mã SV: %s, Tên: %s, ?i?m: %.2f\n"", dsSV[i].maSV, dsSV[i].ten, dsSV[i].diem);
    }
    return 0;
}"										
221	"S? d?ng c?u trúc SinhVien, l?p m?t danh sách sinh viên là m?t m?ng các b?n ghi (struct) sinh viên. Nh?p thông tin c?a m?t s? sinh viên và tính ?i?m trung bình c?a các sinh viên ?ó."	"#include <stdio.h>

typedef struct {
    char maSV[10];
    char ten[50];
    float diem;
} SinhVien;

float tinhDiemTB(SinhVien dsSV[], int n) {
    float sum = 0;
    for (int i = 0; i < n; i++) {
        sum += dsSV[i].diem;
    }
    return sum / n;
}

int main() {
    int n;
    printf(""Nh?p s? sinh viên: "");
    scanf(""%d"", &n);
    SinhVien dsSV[n];
    for (int i = 0; i < n; i++) {
        printf(""Nh?p mã SV th? %d: "", i + 1);
        scanf(""%s"", dsSV[i].maSV);
        printf(""Nh?p tên SV th? %d: "", i + 1);
        scanf("" %[^\n]s"", dsSV[i].ten);
        printf(""Nh?p ?i?m SV th? %d: "", i + 1);
        scanf(""%f"", &dsSV[i].diem);
    }
    printf(""?i?m trung bình: %.2f\n"", tinhDiemTB(dsSV, n));
    return 0;
}"										
222	"??nh ngh?a c?u trúc HocKy v?i các thành ph?n: tên h?c k?, ?i?m trung bình các môn h?c. In ra h?c k? có ?i?m trung bình cao nh?t."	"#include <stdio.h>

typedef struct {
    char tenHK[20];
    float diemTB;
} HocKy;

int main() {
    int n;
    printf(""Nh?p s? h?c k?: "");
    scanf(""%d"", &n);
    HocKy dsHK[n];
    for (int i = 0; i < n; i++) {
        printf(""Nh?p tên h?c k? th? %d: "", i + 1);
        scanf("" %[^\n]s"", dsHK[i].tenHK);
        printf(""Nh?p ?i?m trung bình: "");
        scanf(""%f"", &dsHK[i].diemTB);
    }
    int maxIndex = 0;
    for (int i = 1; i < n; i++) {
        if (dsHK[i].diemTB > dsHK[maxIndex].diemTB) {
            maxIndex = i;
        }
    }
    printf(""H?c k? có ?i?m TB cao nh?t: %s (%.2f)\n"", dsHK[maxIndex].tenHK, dsHK[maxIndex].diemTB);
    return 0;
}"										
223	"S? d?ng c?u trúc PhieuMuaHang v?i các thành ph?n: mã phi?u, tên khách hàng, t?ng ti?n. Nh?p và in ra thông tin c?a các phi?u mua hàng."	"#include <stdio.h>

typedef struct {
    char maPhieu[10];
    char tenKH[50];
    float tongTien;
} PhieuMuaHang;

int main() {
    int n;
    printf(""Nh?p s? phi?u mua hàng: "");
    scanf(""%d"", &n);
    PhieuMuaHang dsPhieu[n];
    for (int i = 0; i < n; i++) {
        printf(""Nh?p mã phi?u th? %d: "", i + 1);
        scanf(""%s"", dsPhieu[i].maPhieu);
        printf(""Nh?p tên KH th? %d: "", i + 1);
        scanf("" %[^\n]s"", dsPhieu[i].tenKH);
        printf(""Nh?p t?ng ti?n: "");
        scanf(""%f"", &dsPhieu[i].tongTien);
    }
    printf(""Danh sách phi?u mua hàng:\n"");
    for (int i = 0; i < n; i++) {
        printf(""Mã phi?u: %s, Tên KH: %s, T?ng ti?n: %.2f\n"", dsPhieu[i].maPhieu, dsPhieu[i].tenKH, dsPhieu[i].tongTien);
    }
    return 0;
}"										
224	"??nh ngh?a c?u trúc Book v?i các thành ph?n: tên sách, tác gi?, giá. Nh?p thông tin c?a 5 cu?n sách và in ra danh sách sách ?ó."	"#include <stdio.h>

typedef struct {
    char tenSach[50];
    char tacGia[50];
    float gia;
} Book;

int main() {
    Book dsSach[5];
    for (int i = 0; i < 5; i++) {
        printf(""Nh?p tên sách th? %d: "", i + 1);
        scanf("" %[^\n]s"", dsSach[i].tenSach);
        printf(""Nh?p tác gi?: "");
        scanf("" %[^\n]s"", dsSach[i].tacGia);
        printf(""Nh?p giá: "");
        scanf(""%f"", &dsSach[i].gia);
    }
    printf(""Danh sách sách:\n"");
    for (int i = 0; i < 5; i++) {
        printf(""Tên sách: %s, Tác gi?: %s, Giá: %.2f\n"", dsSach[i].tenSach, dsSach[i].tacGia, dsSach[i].gia);
    }
    return 0;
}"										
225	"S? d?ng c?u trúc DonHang v?i các thành ph?n: mã ??n hàng, ngày ??t hàng, t?ng ti?n. Tính t?ng ti?n c?a t?t c? các ??n hàng ?ã ??t."	"#include <stdio.h>

typedef struct {
    char maDH[10];
    char ngayDat[20];
    float tongTien;
} DonHang;

float tinhTongTien(DonHang dsDH[], int n) {
    float sum = 0;
    for (int i = 0; i < n; i++) {
        sum += dsDH[i].tongTien;
    }
    return sum;
}

int main() {
    int n;
    printf(""Nh?p s? ??n hàng: "");
    scanf(""%d"", &n);
    DonHang dsDH[n];
    for (int i = 0; i < n; i++) {
        printf(""Nh?p mã ??n hàng th? %d: "", i + 1);
        scanf(""%s"", dsDH[i].maDH);
        printf(""Nh?p ngày ??t: "");
        scanf(""%s"", dsDH[i].ngayDat);
        printf(""Nh?p t?ng ti?n: "");
        scanf(""%f"", &dsDH[i].tongTien);
    }
    printf(""T?ng ti?n các ??n hàng: %.2f\n"", tinhTongTien(dsDH, n));
    return 0;
}"										
